Date,Open,High,Low,Close,Volume,QuoteVolume
"11/23/2020, 12:41:00 PM",18488.72000000,18498.87000000,18479.24000000,18494.06000000,24.53640200,453644.28640484
"11/23/2020, 12:42:00 PM",18494.06000000,18500.00000000,18479.72000000,18495.31000000,44.35055800,820206.28088834
"11/23/2020, 12:43:00 PM",18495.31000000,18500.00000000,18471.30000000,18479.92000000,38.13435200,705032.46854732
"11/23/2020, 12:44:00 PM",18479.91000000,18494.66000000,18472.50000000,18476.49000000,37.29041400,689379.59402531
"11/23/2020, 12:45:00 PM",18476.49000000,18476.49000000,18457.07000000,18458.36000000,26.21188500,484033.35984638
"11/23/2020, 12:46:00 PM",18458.36000000,18486.74000000,18450.00000000,18486.73000000,31.95939800,590246.72113737
"11/23/2020, 12:47:00 PM",18486.73000000,18510.00000000,18486.73000000,18504.11000000,80.20651300,1484033.79710805
"11/23/2020, 12:48:00 PM",18504.11000000,18509.33000000,18492.64000000,18495.41000000,28.74636100,531907.00748140
"11/23/2020, 12:49:00 PM",18495.41000000,18503.73000000,18489.35000000,18494.90000000,29.33284300,542590.05494886
"11/23/2020, 12:50:00 PM",18494.90000000,18496.78000000,18467.52000000,18487.68000000,28.42080300,525135.15882745
"11/23/2020, 12:51:00 PM",18487.67000000,18510.00000000,18487.67000000,18509.99000000,39.74472200,735385.68473509
"11/23/2020, 12:52:00 PM",18510.00000000,18512.88000000,18500.48000000,18512.49000000,36.18843300,669844.96443208
"11/23/2020, 12:53:00 PM",18512.49000000,18514.66000000,18496.48000000,18503.16000000,41.09012400,760352.70895503
"11/23/2020, 12:54:00 PM",18503.16000000,18503.16000000,18486.79000000,18501.49000000,24.42911200,451808.06169396
"11/23/2020, 12:55:00 PM",18501.50000000,18505.00000000,18479.56000000,18489.15000000,34.18616300,632157.74656379
"11/23/2020, 12:56:00 PM",18489.16000000,18497.04000000,18486.50000000,18493.39000000,20.68072800,382414.09880936
"11/23/2020, 12:57:00 PM",18493.40000000,18497.04000000,18486.96000000,18490.18000000,19.11843700,353540.51483656
"11/23/2020, 12:58:00 PM",18490.18000000,18516.90000000,18488.05000000,18505.78000000,35.88628700,664068.39033503
"11/23/2020, 12:59:00 PM",18505.77000000,18509.27000000,18471.75000000,18478.02000000,38.24081900,707063.27300857
"11/23/2020, 1:00:00 PM",18478.01000000,18486.86000000,18468.47000000,18468.70000000,27.64191300,510735.00343061
"11/23/2020, 1:01:00 PM",18468.73000000,18499.99000000,18468.73000000,18487.05000000,35.83309400,662521.06659546
"11/23/2020, 1:02:00 PM",18487.05000000,18494.79000000,18473.65000000,18481.20000000,20.09424600,371441.47034728
"11/23/2020, 1:03:00 PM",18481.19000000,18485.00000000,18464.01000000,18470.87000000,18.32683900,338561.43748582
"11/23/2020, 1:04:00 PM",18470.87000000,18499.99000000,18470.87000000,18494.90000000,61.08647400,1129358.86023235
"11/23/2020, 1:05:00 PM",18494.91000000,18505.13000000,18491.18000000,18492.60000000,28.09391600,519664.30760254
"11/23/2020, 1:06:00 PM",18492.60000000,18492.60000000,18469.91000000,18477.80000000,38.92188700,719149.46690804
"11/23/2020, 1:07:00 PM",18477.79000000,18480.31000000,18453.84000000,18457.11000000,47.82524000,883061.70327716
"11/23/2020, 1:08:00 PM",18457.11000000,18468.08000000,18453.21000000,18462.20000000,31.14774100,574992.27318560
"11/23/2020, 1:09:00 PM",18462.20000000,18462.93000000,18454.00000000,18456.28000000,21.81731600,402706.70973685
"11/23/2020, 1:10:00 PM",18456.28000000,18460.00000000,18445.74000000,18448.38000000,53.69933600,990867.40021794
"11/23/2020, 1:11:00 PM",18448.37000000,18469.08000000,18445.00000000,18469.08000000,21.12768900,389891.34103883
"11/23/2020, 1:12:00 PM",18469.07000000,18473.83000000,18453.03000000,18453.03000000,21.57651000,398421.48563832
"11/23/2020, 1:13:00 PM",18453.03000000,18472.63000000,18452.84000000,18462.78000000,41.03269300,757589.67664963
"11/23/2020, 1:14:00 PM",18462.78000000,18466.30000000,18450.66000000,18458.25000000,51.16051800,944438.78950252
"11/23/2020, 1:15:00 PM",18458.26000000,18463.18000000,18445.00000000,18445.00000000,25.28435200,466666.89650876
"11/23/2020, 1:16:00 PM",18445.00000000,18445.82000000,18428.39000000,18428.91000000,45.03891700,830381.60951007
"11/23/2020, 1:17:00 PM",18428.91000000,18478.00000000,18428.91000000,18477.99000000,29.85660700,551042.65869957
"11/23/2020, 1:18:00 PM",18478.00000000,18491.46000000,18477.04000000,18486.78000000,31.08549500,574604.13974053
"11/23/2020, 1:19:00 PM",18486.11000000,18493.98000000,18478.17000000,18484.18000000,13.03918300,241049.10280176
"11/23/2020, 1:20:00 PM",18484.18000000,18485.05000000,18469.00000000,18471.68000000,24.02455100,443854.03179089
"11/23/2020, 1:21:00 PM",18471.68000000,18486.86000000,18468.38000000,18468.39000000,33.72087300,623053.24085350
"11/23/2020, 1:22:00 PM",18468.39000000,18490.46000000,18464.28000000,18490.00000000,27.63760000,510688.34183119
"11/23/2020, 1:23:00 PM",18490.00000000,18499.00000000,18483.15000000,18498.15000000,29.23085300,540479.31330484
"11/23/2020, 1:24:00 PM",18498.14000000,18505.00000000,18488.27000000,18498.99000000,44.14914800,816687.65146011
"11/23/2020, 1:25:00 PM",18498.43000000,18502.28000000,18491.32000000,18492.62000000,26.46462800,489522.33661798
"11/23/2020, 1:26:00 PM",18492.63000000,18498.30000000,18486.36000000,18486.37000000,27.29713000,504770.46625899
"11/23/2020, 1:27:00 PM",18486.37000000,18486.37000000,18464.34000000,18465.40000000,45.80233700,846198.23090495
"11/23/2020, 1:28:00 PM",18465.39000000,18467.76000000,18449.99000000,18459.99000000,62.21445600,1148306.98271354
"11/23/2020, 1:29:00 PM",18460.00000000,18464.05000000,18447.04000000,18458.13000000,28.14244400,519391.93910610
"11/23/2020, 1:30:00 PM",18458.12000000,18495.11000000,18453.55000000,18488.09000000,70.48372700,1302602.88459555
"11/23/2020, 1:31:00 PM",18488.09000000,18514.94000000,18488.09000000,18513.62000000,64.10898100,1186385.88833831
"11/23/2020, 1:32:00 PM",18514.68000000,18521.21000000,18503.53000000,18503.53000000,49.45656600,915757.08670160
"11/23/2020, 1:33:00 PM",18506.38000000,18528.47000000,18503.65000000,18523.87000000,33.48660500,620162.22626893
"11/23/2020, 1:34:00 PM",18523.88000000,18527.90000000,18514.39000000,18516.24000000,30.34553600,562028.13470483
"11/23/2020, 1:35:00 PM",18516.24000000,18517.14000000,18500.00000000,18500.29000000,35.57135500,658343.39652621
"11/23/2020, 1:36:00 PM",18500.29000000,18528.63000000,18500.00000000,18526.65000000,46.81250300,866785.00804167
"11/23/2020, 1:37:00 PM",18526.65000000,18526.66000000,18513.33000000,18524.92000000,23.78789500,440590.36932106
"11/23/2020, 1:38:00 PM",18525.34000000,18526.62000000,18507.54000000,18514.25000000,27.32243700,505867.89710382
"11/23/2020, 1:39:00 PM",18514.25000000,18550.00000000,18514.07000000,18550.00000000,77.04624100,1428018.64396931
"11/23/2020, 1:40:00 PM",18550.00000000,18564.00000000,18547.99000000,18560.69000000,62.40720600,1158051.50176624
"11/23/2020, 1:41:00 PM",18560.69000000,18567.00000000,18551.62000000,18564.94000000,34.74237300,644845.80559645
"11/23/2020, 1:42:00 PM",18564.94000000,18582.86000000,18560.00000000,18580.94000000,44.24575600,821632.75305379
"11/23/2020, 1:43:00 PM",18580.94000000,18586.56000000,18550.00000000,18551.68000000,58.21464300,1081154.10348399
"11/23/2020, 1:44:00 PM",18551.69000000,18557.29000000,18544.73000000,18548.43000000,54.01070600,1001962.24725922
"11/23/2020, 1:45:00 PM",18548.43000000,18552.13000000,18533.19000000,18544.12000000,60.40834800,1120034.90380019
"11/23/2020, 1:46:00 PM",18544.11000000,18569.90000000,18544.11000000,18569.14000000,34.01467700,631298.21827473
"11/23/2020, 1:47:00 PM",18569.66000000,18581.00000000,18544.58000000,18547.96000000,42.88206200,796074.42059505
"11/23/2020, 1:48:00 PM",18547.96000000,18557.32000000,18547.96000000,18554.34000000,32.54326400,603776.05883986
"11/23/2020, 1:49:00 PM",18554.35000000,18585.00000000,18554.34000000,18584.60000000,73.38309700,1363047.38312083
"11/23/2020, 1:50:00 PM",18584.61000000,18620.62000000,18574.88000000,18620.61000000,273.26573300,5083069.30740682
"11/23/2020, 1:51:00 PM",18620.61000000,18625.71000000,18609.01000000,18620.71000000,130.14157700,2423405.10431699
"11/23/2020, 1:52:00 PM",18620.71000000,18637.83000000,18600.67000000,18631.83000000,105.00161800,1954941.33476517
"11/23/2020, 1:53:00 PM",18631.83000000,18645.00000000,18612.45000000,18613.65000000,117.06858100,2181318.04402956
"11/23/2020, 1:54:00 PM",18613.64000000,18619.94000000,18597.05000000,18606.01000000,118.60989900,2207060.82526864
"11/23/2020, 1:55:00 PM",18606.00000000,18620.00000000,18599.66000000,18616.79000000,72.68298900,1352805.00544795
"11/23/2020, 1:56:00 PM",18616.79000000,18637.50000000,18612.40000000,18619.21000000,74.33029700,1384149.46175705
"11/23/2020, 1:57:00 PM",18619.22000000,18628.61000000,18604.73000000,18613.28000000,53.69245500,999488.61139364
"11/23/2020, 1:58:00 PM",18612.98000000,18625.03000000,18605.36000000,18618.11000000,59.87054400,1114460.76894436
"11/23/2020, 1:59:00 PM",18618.10000000,18633.86000000,18616.79000000,18633.85000000,43.83985000,816580.63137661
"11/23/2020, 2:00:00 PM",18633.85000000,18645.40000000,18628.30000000,18629.71000000,113.64430100,2117806.33526427
"11/23/2020, 2:01:00 PM",18628.30000000,18628.57000000,18610.01000000,18610.01000000,45.34838300,844439.62364059
"11/23/2020, 2:02:00 PM",18610.00000000,18616.23000000,18586.45000000,18593.35000000,49.40944200,919143.24621660
"11/23/2020, 2:03:00 PM",18593.35000000,18637.03000000,18593.35000000,18634.61000000,64.11191800,1193987.75246582
"11/23/2020, 2:04:00 PM",18635.31000000,18660.00000000,18630.95000000,18647.47000000,139.09593900,2593881.22118005
"11/23/2020, 2:05:00 PM",18647.47000000,18659.98000000,18642.36000000,18655.57000000,57.39348400,1070524.01789298
"11/23/2020, 2:06:00 PM",18654.47000000,18658.85000000,18644.21000000,18651.04000000,58.49336800,1091038.38052653
"11/23/2020, 2:07:00 PM",18651.04000000,18651.91000000,18627.04000000,18631.39000000,74.65665900,1391705.68989589
"11/23/2020, 2:08:00 PM",18631.39000000,18631.40000000,18608.25000000,18611.36000000,85.68188400,1595369.67345351
"11/23/2020, 2:09:00 PM",18611.35000000,18649.39000000,18610.45000000,18638.56000000,61.37158100,1143745.21211048
"11/23/2020, 2:10:00 PM",18638.56000000,18644.30000000,18625.00000000,18630.28000000,45.53073600,848342.60479731
"11/23/2020, 2:11:00 PM",18629.17000000,18643.68000000,18624.93000000,18633.80000000,40.54563000,755526.49999676
"11/23/2020, 2:12:00 PM",18633.34000000,18634.99000000,18601.01000000,18608.08000000,54.83557800,1020954.76346890
"11/23/2020, 2:13:00 PM",18607.65000000,18611.40000000,18591.62000000,18599.78000000,55.95583300,1040859.07187552
"11/23/2020, 2:14:00 PM",18599.78000000,18611.40000000,18593.85000000,18602.50000000,50.11484300,932256.86625257
"11/23/2020, 2:15:00 PM",18602.49000000,18608.23000000,18591.01000000,18591.94000000,49.68348200,924067.72679128
"11/23/2020, 2:16:00 PM",18591.93000000,18606.90000000,18591.09000000,18603.94000000,23.90764300,444647.27469429
"11/23/2020, 2:17:00 PM",18603.94000000,18605.34000000,18591.77000000,18597.74000000,16.14980000,300352.91095758
"11/23/2020, 2:18:00 PM",18597.66000000,18598.34000000,18581.85000000,18592.31000000,44.01744100,818345.66675929
"11/23/2020, 2:19:00 PM",18592.31000000,18610.00000000,18591.29000000,18595.26000000,48.27136500,898058.84678439
"11/23/2020, 2:20:00 PM",18595.26000000,18603.00000000,18589.70000000,18599.86000000,23.49106300,436877.68425577
"11/23/2020, 2:21:00 PM",18599.86000000,18619.59000000,18599.86000000,18617.70000000,46.49205300,865242.54914840
"11/23/2020, 2:22:00 PM",18617.69000000,18620.00000000,18605.10000000,18615.00000000,31.75390800,591109.53273309
"11/23/2020, 2:23:00 PM",18614.45000000,18614.45000000,18578.78000000,18584.52000000,30.96163700,575719.13529846
"11/23/2020, 2:24:00 PM",18584.52000000,18584.86000000,18562.22000000,18569.79000000,46.32372000,860474.22146386
"11/23/2020, 2:25:00 PM",18569.80000000,18584.47000000,18563.37000000,18571.75000000,34.32666900,637585.15741025
"11/23/2020, 2:26:00 PM",18571.74000000,18594.87000000,18569.89000000,18573.44000000,51.77278600,961897.02781622
"11/23/2020, 2:27:00 PM",18573.56000000,18578.12000000,18550.00000000,18550.20000000,70.22143600,1303351.11785731
"11/23/2020, 2:28:00 PM",18550.20000000,18573.69000000,18539.59000000,18558.21000000,93.97696800,1743434.47226351
"11/23/2020, 2:29:00 PM",18558.22000000,18580.00000000,18557.04000000,18575.01000000,62.86457000,1167516.34392367
"11/23/2020, 2:30:00 PM",18575.01000000,18579.02000000,18550.76000000,18551.91000000,30.72551200,570441.78264217
"11/23/2020, 2:31:00 PM",18551.91000000,18555.77000000,18534.12000000,18555.77000000,35.95164800,666656.49347741
"11/23/2020, 2:32:00 PM",18555.78000000,18565.35000000,18541.61000000,18546.17000000,62.82916900,1165703.98086192
"11/23/2020, 2:33:00 PM",18546.17000000,18567.04000000,18539.21000000,18547.84000000,41.74590100,774543.29983029
"11/23/2020, 2:34:00 PM",18547.85000000,18552.52000000,18540.00000000,18550.86000000,52.87186100,980613.37789476
"11/23/2020, 2:35:00 PM",18551.11000000,18587.20000000,18551.10000000,18587.20000000,40.41413100,750632.50606628
"11/23/2020, 2:36:00 PM",18587.20000000,18589.59000000,18545.83000000,18549.00000000,50.94323400,945628.75311753
"11/23/2020, 2:37:00 PM",18547.76000000,18556.13000000,18540.82000000,18550.98000000,21.34093000,395823.53624914
"11/23/2020, 2:38:00 PM",18550.97000000,18580.00000000,18543.06000000,18577.40000000,25.23446000,468437.42147293
"11/23/2020, 2:39:00 PM",18577.41000000,18595.00000000,18577.41000000,18594.87000000,32.42305900,602592.55883874
"11/23/2020, 2:40:00 PM",18594.87000000,18608.09000000,18588.40000000,18594.58000000,87.30083800,1623556.45315710
"11/23/2020, 2:41:00 PM",18594.57000000,18594.58000000,18575.16000000,18587.03000000,32.24566100,599237.27036809
"11/23/2020, 2:42:00 PM",18587.04000000,18591.17000000,18580.00000000,18580.00000000,33.40669600,620880.49316369
"11/23/2020, 2:43:00 PM",18580.00000000,18592.64000000,18572.32000000,18592.03000000,23.73931500,441110.03631559
"11/23/2020, 2:44:00 PM",18592.04000000,18597.57000000,18580.02000000,18591.85000000,24.55553800,456506.93033497
"11/23/2020, 2:45:00 PM",18591.84000000,18595.00000000,18580.00000000,18590.74000000,27.86879100,517989.10351949
"11/23/2020, 2:46:00 PM",18590.74000000,18605.00000000,18580.04000000,18592.19000000,26.27120600,488514.37225873
"11/23/2020, 2:47:00 PM",18592.20000000,18603.00000000,18588.95000000,18600.21000000,61.46590300,1143096.79271155
"11/23/2020, 2:48:00 PM",18600.21000000,18611.20000000,18597.88000000,18607.36000000,34.75283300,646581.57425978
"11/23/2020, 2:49:00 PM",18607.35000000,18617.18000000,18590.16000000,18596.65000000,40.97908000,762498.81789838
"11/23/2020, 2:50:00 PM",18596.66000000,18599.73000000,18589.78000000,18596.63000000,22.50365800,418479.53711205
"11/23/2020, 2:51:00 PM",18596.63000000,18596.63000000,18575.00000000,18585.70000000,30.49684200,566764.19610096
"11/23/2020, 2:52:00 PM",18585.70000000,18585.71000000,18553.48000000,18559.99000000,27.19302400,504843.24428685
"11/23/2020, 2:53:00 PM",18560.60000000,18571.82000000,18551.37000000,18557.03000000,34.34941700,637639.07629227
"11/23/2020, 2:54:00 PM",18557.04000000,18573.89000000,18551.59000000,18571.96000000,23.38333600,434061.06185442
"11/23/2020, 2:55:00 PM",18571.96000000,18572.36000000,18539.09000000,18539.09000000,45.50394100,844411.38064883
"11/23/2020, 2:56:00 PM",18539.09000000,18570.00000000,18539.08000000,18565.47000000,45.26517800,840102.34396427
"11/23/2020, 2:57:00 PM",18566.41000000,18583.41000000,18558.58000000,18581.76000000,40.21141900,746649.54057344
"11/23/2020, 2:58:00 PM",18580.85000000,18580.85000000,18557.04000000,18563.33000000,33.23106100,616953.67513094
"11/23/2020, 2:59:00 PM",18563.34000000,18574.91000000,18560.00000000,18564.12000000,31.61220300,586894.94419009
"11/23/2020, 3:00:00 PM",18564.13000000,18571.59000000,18545.77000000,18546.34000000,41.53830900,770895.03610805
"11/23/2020, 3:01:00 PM",18546.35000000,18577.75000000,18546.34000000,18577.71000000,36.31138500,673958.04445536
"11/23/2020, 3:02:00 PM",18577.71000000,18602.35000000,18577.70000000,18602.08000000,43.82776100,814859.55225930
"11/23/2020, 3:03:00 PM",18602.09000000,18610.00000000,18596.66000000,18606.38000000,47.35062600,880829.63688912
"11/23/2020, 3:04:00 PM",18606.39000000,18615.00000000,18601.76000000,18603.95000000,51.10788700,951100.44098603
"11/23/2020, 3:05:00 PM",18603.95000000,18614.86000000,18603.95000000,18614.19000000,25.76394400,479506.02532014
"11/23/2020, 3:06:00 PM",18614.18000000,18620.00000000,18612.80000000,18620.00000000,240.30472400,4473344.13174363
"11/23/2020, 3:07:00 PM",18620.00000000,18630.00000000,18614.06000000,18628.45000000,220.59383300,4107703.58365313
"11/23/2020, 3:08:00 PM",18628.44000000,18631.00000000,18614.82000000,18625.58000000,59.95860100,1116733.70842665
"11/23/2020, 3:09:00 PM",18625.57000000,18639.00000000,18620.06000000,18634.96000000,96.39814800,1796118.32889830
"11/23/2020, 3:10:00 PM",18634.96000000,18645.00000000,18628.66000000,18640.18000000,75.23881600,1402251.52998726
"11/23/2020, 3:11:00 PM",18640.18000000,18651.03000000,18638.84000000,18646.53000000,44.42207800,828301.38633876
"11/23/2020, 3:12:00 PM",18646.53000000,18649.55000000,18621.25000000,18623.13000000,68.79203200,1281903.40800159
"11/23/2020, 3:13:00 PM",18623.13000000,18640.79000000,18623.12000000,18639.58000000,61.26871700,1141637.59758624
"11/23/2020, 3:14:00 PM",18639.57000000,18644.43000000,18628.33000000,18644.25000000,78.02332400,1454281.04816775
"11/23/2020, 3:15:00 PM",18644.24000000,18657.88000000,18625.37000000,18639.58000000,80.96281700,1509756.48708468
"11/23/2020, 3:16:00 PM",18639.58000000,18647.04000000,18604.93000000,18610.00000000,59.69857900,1112084.52081888
"11/23/2020, 3:17:00 PM",18610.00000000,18627.25000000,18604.83000000,18619.50000000,60.12020000,1119107.35216147
"11/23/2020, 3:18:00 PM",18619.50000000,18627.04000000,18580.27000000,18592.13000000,72.15126900,1342628.98893086
"11/23/2020, 3:19:00 PM",18592.13000000,18602.45000000,18580.00000000,18581.11000000,43.24744000,803932.54228933
"11/23/2020, 3:20:00 PM",18580.03000000,18609.46000000,18580.02000000,18609.45000000,46.13677000,857960.48130904
"11/23/2020, 3:21:00 PM",18609.45000000,18616.09000000,18593.08000000,18605.31000000,41.32825200,768975.29847523
"11/23/2020, 3:22:00 PM",18604.86000000,18607.55000000,18585.11000000,18586.95000000,39.18039000,728656.97239831
"11/23/2020, 3:23:00 PM",18586.96000000,18611.39000000,18586.95000000,18611.27000000,30.52926400,567880.61142455
"11/23/2020, 3:24:00 PM",18611.27000000,18623.95000000,18611.26000000,18623.57000000,40.24096700,749250.19263902
"11/23/2020, 3:25:00 PM",18623.57000000,18628.17000000,18604.57000000,18611.79000000,37.17950700,692119.23395192
"11/23/2020, 3:26:00 PM",18611.78000000,18617.03000000,18604.00000000,18604.01000000,53.49572600,995400.73702471
"11/23/2020, 3:27:00 PM",18604.01000000,18617.49000000,18604.00000000,18616.99000000,47.80818100,889646.48724768
"11/23/2020, 3:28:00 PM",18617.00000000,18637.04000000,18615.17000000,18631.30000000,47.49025800,884599.47810792
"11/23/2020, 3:29:00 PM",18631.31000000,18644.75000000,18631.30000000,18637.79000000,56.80626700,1058831.99311674
"11/23/2020, 3:30:00 PM",18637.80000000,18666.88000000,18636.41000000,18666.88000000,132.85082000,2478629.20707898
"11/23/2020, 3:31:00 PM",18666.88000000,18690.79000000,18662.75000000,18689.92000000,191.44121300,3576250.20187436
"11/23/2020, 3:32:00 PM",18689.91000000,18700.00000000,18670.06000000,18682.40000000,137.92350000,2577965.46172576
"11/23/2020, 3:33:00 PM",18682.11000000,18700.00000000,18681.97000000,18695.40000000,99.75669800,1864683.87133630
"11/23/2020, 3:34:00 PM",18695.40000000,18700.00000000,18685.36000000,18692.87000000,67.41272800,1260372.96218714
"11/23/2020, 3:35:00 PM",18693.29000000,18700.00000000,18664.55000000,18670.27000000,127.85355400,2389459.05117326
"11/23/2020, 3:36:00 PM",18670.26000000,18695.18000000,18670.26000000,18692.83000000,76.20672200,1423738.32090548
"11/23/2020, 3:37:00 PM",18692.83000000,18700.00000000,18686.35000000,18699.99000000,64.15329100,1199396.52871414
"11/23/2020, 3:38:00 PM",18699.99000000,18718.00000000,18683.34000000,18686.38000000,127.81715000,2390572.16032635
"11/23/2020, 3:39:00 PM",18686.37000000,18691.68000000,18671.11000000,18685.84000000,62.82514600,1173678.01550040
"11/23/2020, 3:40:00 PM",18685.61000000,18686.01000000,18671.07000000,18675.97000000,40.47974100,756223.44209232
"11/23/2020, 3:41:00 PM",18674.86000000,18678.90000000,18651.72000000,18674.64000000,67.62227700,1262251.50347322
"11/23/2020, 3:42:00 PM",18674.63000000,18679.35000000,18660.71000000,18661.14000000,64.06384300,1195997.36462144
"11/23/2020, 3:43:00 PM",18661.13000000,18672.94000000,18650.00000000,18660.02000000,84.73690400,1581132.29946713
"11/23/2020, 3:44:00 PM",18660.03000000,18681.72000000,18656.22000000,18678.12000000,43.40294100,810187.59731171
"11/23/2020, 3:45:00 PM",18678.07000000,18678.13000000,18660.89000000,18669.58000000,31.78125800,593296.84905160
"11/23/2020, 3:46:00 PM",18669.57000000,18672.81000000,18645.17000000,18648.82000000,57.89346200,1080358.37584515
"11/23/2020, 3:47:00 PM",18647.44000000,18675.67000000,18640.15000000,18666.07000000,63.17831600,1178813.68692008
"11/23/2020, 3:48:00 PM",18665.59000000,18665.79000000,18647.32000000,18647.32000000,43.62932600,814006.50811628
"11/23/2020, 3:49:00 PM",18647.33000000,18664.11000000,18640.64000000,18652.72000000,26.80258700,499927.96983177
"11/23/2020, 3:50:00 PM",18651.82000000,18670.72000000,18651.82000000,18670.71000000,23.15887900,432255.34856124
"11/23/2020, 3:51:00 PM",18670.72000000,18695.00000000,18670.18000000,18691.03000000,38.34443200,716400.71429191
"11/23/2020, 3:52:00 PM",18691.03000000,18691.03000000,18677.06000000,18684.99000000,28.25403100,527913.29680367
"11/23/2020, 3:53:00 PM",18684.99000000,18703.26000000,18681.17000000,18702.68000000,50.54600200,944854.78536781
"11/23/2020, 3:54:00 PM",18703.15000000,18717.00000000,18699.60000000,18711.00000000,69.43347200,1298868.79394096
"11/23/2020, 3:55:00 PM",18710.99000000,18724.88000000,18702.91000000,18724.51000000,74.41486000,1392775.84883990
"11/23/2020, 3:56:00 PM",18724.51000000,18728.00000000,18723.20000000,18727.99000000,63.82691100,1195248.48733613
"11/23/2020, 3:57:00 PM",18728.00000000,18747.00000000,18723.20000000,18732.89000000,161.29571500,3022246.58978317
"11/23/2020, 3:58:00 PM",18732.88000000,18741.80000000,18727.08000000,18739.55000000,54.87317900,1028136.57270895
"11/23/2020, 3:59:00 PM",18739.54000000,18743.00000000,18732.14000000,18736.80000000,53.01297700,993396.76108425
"11/23/2020, 4:00:00 PM",18736.80000000,18752.87000000,18735.92000000,18743.26000000,116.30711900,2180256.72446566
"11/23/2020, 4:01:00 PM",18743.25000000,18766.00000000,18742.67000000,18757.86000000,77.39542800,1451579.95778781
"11/23/2020, 4:02:00 PM",18757.87000000,18759.06000000,18727.04000000,18736.57000000,77.77450000,1457801.08989186
"11/23/2020, 4:03:00 PM",18736.57000000,18741.68000000,18727.00000000,18734.95000000,45.91854400,860266.38676081
"11/23/2020, 4:04:00 PM",18734.95000000,18750.73000000,18732.54000000,18737.46000000,62.83337200,1177657.83197476
"11/23/2020, 4:05:00 PM",18737.05000000,18737.05000000,18705.89000000,18726.04000000,71.98525700,1347510.70774106
"11/23/2020, 4:06:00 PM",18726.03000000,18727.03000000,18700.00000000,18718.87000000,67.43194600,1261989.08134616
"11/23/2020, 4:07:00 PM",18718.87000000,18722.02000000,18680.00000000,18680.01000000,102.74601400,1921181.82525173
"11/23/2020, 4:08:00 PM",18680.01000000,18704.54000000,18677.92000000,18698.55000000,77.43523600,1447438.30581749
"11/23/2020, 4:09:00 PM",18698.55000000,18708.35000000,18690.00000000,18706.99000000,35.89604300,671207.84984744
"11/23/2020, 4:10:00 PM",18706.99000000,18708.81000000,18695.33000000,18705.11000000,28.17189200,526896.10162026
"11/23/2020, 4:11:00 PM",18705.12000000,18707.28000000,18689.61000000,18690.37000000,41.38344900,773793.20354232
"11/23/2020, 4:12:00 PM",18690.37000000,18706.47000000,18690.37000000,18701.50000000,28.60180300,534829.15269148
"11/23/2020, 4:13:00 PM",18701.50000000,18707.68000000,18701.50000000,18707.66000000,28.95861000,541692.52161871
"11/23/2020, 4:14:00 PM",18707.65000000,18710.03000000,18698.06000000,18708.22000000,52.90349200,989530.88988454
"11/23/2020, 4:15:00 PM",18708.22000000,18746.83000000,18708.22000000,18739.34000000,97.05690500,1817516.28543325
"11/23/2020, 4:16:00 PM",18739.35000000,18745.17000000,18732.22000000,18732.22000000,41.54696700,778569.51586123
"11/23/2020, 4:17:00 PM",18732.22000000,18747.88000000,18732.22000000,18743.43000000,36.83535300,690342.20633419
